No,Filename,Width,Height,AspectRatio,PixelAspectRatio,RatioSource,UsageCount,DisplayRatioVariants,AssetKind,SvgRenderable,PptxNativeSupported,SizeKB,Category,ImageArea_SxS,TextArea_SxS
1,cover_blueprint_hero.png,1672,941,1.78,1.78,pixel,1,,bitmap,True,True,1310.7,Wide landscape,812x457,328x600
2,homepage.png,1680,945,1.78,1.78,pixel,1,,bitmap,True,True,278.6,Wide landscape,812x457,328x600
3,learning-path.png,1680,945,1.78,1.78,pixel,1,,bitmap,True,True,239.9,Wide landscape,812x457,328x600
4,oj-trace-workbench.png,1680,945,1.78,1.78,pixel,1,,bitmap,True,True,112.3,Wide landscape,812x457,328x600
5,product_stage_atmosphere.png,1672,941,1.78,1.78,pixel,1,,bitmap,True,True,1059.3,Wide landscape,812x457,328x600
6,teacher-dashboard.png,1680,945,1.78,1.78,pixel,1,,bitmap,True,True,57.4,Wide landscape,812x457,328x600
